userName,content,score,at,appVersion,text,label,sentiment
Hanik Afifah,alhamdulillah dimudahkan oleh Allah,0.9894911050796509,2021-12-19 00:38:28,4.30.1,"Translated(src=id, dest=en, text=b'Alhamdulillah, Allah made it easy', pronunciation=b'Alhamdulillah, Allah made it easy', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9894911050796509}]"
War Laini,Keren,0.9991068243980408,2022-02-27 14:12:04,4.30.1,"Translated(src=id, dest=en, text=b'Cool', pronunciation=b'Cool', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9991068243980408}]"
Adi Adi,Bisa di kaggokna pas kepipit,0.980902910232544,2022-04-08 06:46:30,4.30.1,"Translated(src=id, dest=en, text=b'Can be kaggokna when squished', pronunciation=b'Can be kaggokna when squished', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.980902910232544}]"
Pengguna Google,Saya tarik 4 bintang,0.997329592704773,2022-03-29 15:03:58,4.30.1,"Translated(src=id, dest=en, text=b'I withdraw 4 stars', pronunciation=b'I withdraw 4 stars', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.997329592704773}]"
Abdoel Ghofar,Pelayann lumyan bgus,0.9998641014099121,2022-02-28 12:19:24,4.30.1,"Translated(src=id, dest=en, text=Pretty good service', pronunciation=Pretty good service', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998641014099121}]"
budi purwanto,semoga semakin suksesmasukan saja kalau dijalan jgn arogan karena pake jaketnya jelas sayang dah baik gojek aplikasinya,0.9995017051696777,2022-06-13 09:14:07,4.30.1,"Translated(src=id, dest=en, text=I hope you will be more successful, just put it in if you're on the road, don't be arrogant because you're wearing a jacket, it's clear, darling, the Gojek application is good.', pronunciation=I hope you will be more successful, just put it in if you're on the road, don't be arrogant because you're wearing a jacket, it's clear, darling, the Gojek application is good.', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9995017051696777}]"
Amy Manyoel,Tak bisa upgreat,0.9955931305885315,2022-02-28 12:17:18,4.30.1,"Translated(src=id, dest=en, text=can't upgrade', pronunciation=can't upgrade', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9955931305885315}]"
Samsul Samsulmillah,mau trasnfer harus d apdet aduuh,0.9992223978042603,2022-02-26 14:17:08,4.30.1,"Translated(src=id, dest=en, text=If you want to transfer, you have to get it, ouch', pronunciation=If you want to transfer, you have to get it, ouch', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9992223978042603}]"
susanto lingga,Sangat membantu,0.9994805455207825,2022-02-19 11:57:56,4.30.1,"Translated(src=id, dest=en, text=b'Very helpful', pronunciation=b'Very helpful', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9994805455207825}]"
kasman muhammad,Mantap,0.9997685551643372,2022-05-16 09:46:57,4.30.1,"Translated(src=id, dest=en, text=b'Great', pronunciation=b'Great', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997685551643372}]"
Rufinus Rony,Menyenangkan,0.9997877478599548,2022-02-02 15:15:11,4.30.1,"Translated(src=id, dest=en, text=b'Fun', pronunciation=b'Fun', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997877478599548}]"
Goldstein User,Makin lama map nya makin kgk sinkron hadeh,0.9983720183372498,2022-01-17 07:31:52,4.30.1,"Translated(src=id, dest=en, text=b'The longer the map takes, the less synchronized it is, huh', pronunciation=b'The longer the map takes, the less synchronized it is, huh', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9983720183372498}]"
Komang Bayu,Selalu memberikan solusi,0.997346043586731,2021-12-30 10:42:40,4.30.1,"Translated(src=id, dest=en, text=b'Always provide solutions', pronunciation=b'Always provide solutions', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.997346043586731}]"
zacky jho,Aplikasi taikkkk,0.9729183316230774,2023-05-01 07:47:16,4.30.1,"Translated(src=id, dest=en, text=b'taikkkk app', pronunciation=b'taikkkk app', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9729183316230774}]"
A. Ferdy,YO NDAK TAU KOK TANYA SAYA L,0.998424768447876,2022-04-09 04:18:24,4.30.1,"Translated(src=id, dest=en, text=b'YO DON'T KNOW WHY ASK ME L', pronunciation=b'YO DON'T KNOW WHY ASK ME L', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.998424768447876}]"
Mahfuroh Badjuri,Ok,0.9989097118377686,2022-03-26 03:15:15,4.30.1,"Translated(src=id, dest=en, text=b'Ok', pronunciation=b'Ok', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9989097118377686}]"
V217 Deliverysapa,Luar biasa,0.999868631362915,2022-04-05 00:20:27,4.30.1,"Translated(src=id, dest=en, text=b'Amazing', pronunciation=b'Amazing', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.999868631362915}]"
jancok mania,Berat aplikasi nya,0.9997265934944153,2022-02-22 02:08:00,4.30.1,"Translated(src=id, dest=en, text=b'The application is heavy', pronunciation=b'The application is heavy', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9997265934944153}]"
tonny gitar,Lebih efektif cepat aman,0.994577169418335,2021-12-19 03:04:43,4.30.1,"Translated(src=id, dest=en, text=b'More effective, faster, safer', pronunciation=b'More effective, faster, safer', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.994577169418335}]"
Rama Harahap,Puasss,0.9992857575416565,2022-01-14 04:39:22,4.30.1,"Translated(src=id, dest=en, text=b'Satisfy', pronunciation=b'Satisfy', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9992857575416565}]"
Nita Wahidah,Goodjobbbbbapalagi klo sll ada promo disc utk pengguna bayar tunaioowhhhh t o p b g t deh,0.9909763932228088,2021-12-19 03:10:45,4.30.1,"Translated(src=id, dest=en, text=b'Goodjobbbbbespecially if there is always a disc promo for users who pay cashoowhhhh t o p b g t deh', pronunciation=b'Goodjobbbbbespecially if there is always a disc promo for users who pay cashoowhhhh t o p b g t deh', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9909763932228088}]"
Tedi Sugiherdiana,Good,0.9998444318771362,2022-02-20 14:08:07,4.30.1,"Translated(src=id, dest=en, text=b'Good', pronunciation=b'Good', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998444318771362}]"
Agus Supriadi,Paylater cuma 100rb wkwkkk Terlalu kecil,0.9974499344825745,2022-02-14 00:02:27,4.30.1,"Translated(src=id, dest=en, text=Paylater only 100 thousand hahaha Too small', pronunciation=Paylater only 100 thousand hahaha Too small', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9974499344825745}]"
Amy Tajaria,Diskon d gedein dong klo pake gopay,0.883768618106842,2021-12-19 10:01:32,4.30.1,"Translated(src=id, dest=en, text=Discounts are bigger if you use GoPay, pronunciation=Discounts are bigger if you use GoPay, extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.883768618106842}]"
jendry moningka,Bagus,0.9998444318771362,2022-06-05 00:42:26,4.30.1,"Translated(src=id, dest=en, text=b'Good', pronunciation=b'Good', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998444318771362}]"
Anindya Shiva,berguna banget,0.9994669556617737,2022-02-26 16:59:53,4.30.1,"Translated(src=id, dest=en, text=b'very useful', pronunciation=b'very useful', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9994669556617737}]"
Trisna Fairuz,Pokokee mancul  ,0.9633557200431824,2021-12-12 05:42:22,4.30.1,"Translated(src=id, dest=en, text=b'Pokokee appears', pronunciation=b'Pokokee appears', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9633557200431824}]"
ILHAM ABS,Kl hari libur susah dpt driver,0.997323215007782,2022-02-28 11:55:07,4.30.1,"Translated(src=id, dest=en, text=Even during holidays it's hard to get a driver', pronunciation=Even during holidays it's hard to get a driver', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.997323215007782}]"
Ifan Ali Muntaha,Ok,0.9989097118377686,2022-05-07 04:53:20,4.30.1,"Translated(src=id, dest=en, text=b'Ok', pronunciation=b'Ok', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9989097118377686}]"
Adesumarna Ade,Oke,0.9986165761947632,2022-02-19 11:59:39,4.30.1,"Translated(src=id, dest=en, text=b'Okay', pronunciation=b'Okay', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9986165761947632}]"
Widhio Rinakit,Apknya bagus tetapi mengapa akun saya ketika menukarkan kode promo sudah berhasil tetapi tidak ada di voucher saya Mohon diperbaiki ,0.9666128754615784,2021-12-12 06:35:09,4.30.1,"Translated(src=id, dest=en, text=Sir, it's good, but why is my account successful when exchanging the promo code but it's not in my voucher? Please fix it', pronunciation=Sir, it's good, but why is my account successful when exchanging the promo code but it's not in my voucher? Please fix it', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9666128754615784}]"
Ical QIan,Simpel dan fast  thanks,0.999848484992981,2021-12-18 17:42:19,4.30.1,"Translated(src=id, dest=en, text=b'Simple and fast thanks', pronunciation=b'Simple and fast thanks', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.999848484992981}]"
SpongeBob,Alumni driver,0.9881777167320251,2021-12-30 09:51:31,4.30.1,"Translated(src=id, dest=en, text=b'Driver alumni', pronunciation=b'Driver alumni', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9881777167320251}]"
Dewi Kartika sari,Sngat mmbantu,0.9994805455207825,2022-03-05 12:36:52,4.30.1,"Translated(src=id, dest=en, text=b'Very helpful', pronunciation=b'Very helpful', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9994805455207825}]"
saipul bahri,Ok,0.9989097118377686,2022-03-15 00:27:37,4.30.1,"Translated(src=id, dest=en, text=b'Ok', pronunciation=b'Ok', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9989097118377686}]"
All Fitri,Mantap,0.9997685551643372,2022-02-16 05:52:44,4.30.1,"Translated(src=id, dest=en, text=b'Great', pronunciation=b'Great', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997685551643372}]"
muhammad haryanto,Gojek iss the best,0.9998496770858765,2022-02-14 02:15:02,4.30.1,"Translated(src=id, dest=en, text=b'Gojek is the best', pronunciation=b'Gojek is the best', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998496770858765}]"
Istini Tini,Bagus,0.9998444318771362,2022-05-29 03:35:00,4.30.1,"Translated(src=id, dest=en, text=b'Good', pronunciation=b'Good', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998444318771362}]"
Erda Wati,Sangat senang pake go jek,0.9998466968536377,2022-02-15 10:32:11,4.30.1,"Translated(src=id, dest=en, text=Very happy to use Gojek', pronunciation=Very happy to use Gojek', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998466968536377}]"
Warung Jatim 2,Bagus,0.9998444318771362,2022-02-28 13:53:25,4.30.1,"Translated(src=id, dest=en, text=b'Good', pronunciation=b'Good', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998444318771362}]"
sulis triyanto,Makin jelek,0.9997860789299011,2022-03-05 10:20:11,4.30.1,"Translated(src=id, dest=en, text=b It's getting worse', pronunciation=b It's getting worse', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9997860789299011}]"
Siti Haruna,Memuaskan,0.9997820258140564,2022-01-14 10:20:50,4.30.1,"Translated(src=id, dest=en, text=b'Satisfactory', pronunciation=b'Satisfactory', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997820258140564}]"
Budiman Sagala Sagala,Mantap,0.9997685551643372,2022-02-14 03:49:45,4.30.1,"Translated(src=id, dest=en, text=b'Great', pronunciation=b'Great', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997685551643372}]"
Wan Dinda Arifah,Sukak banget dengan apk ni gak ribet jadi mudah buat pesen2 gituu,0.8723958730697632,2022-02-27 13:19:44,4.30.1,"Translated(src=id, dest=en, text=b'I really like this apk, it's not complicated so it's easy to order.', pronunciation=b'I really like this apk, it's not complicated so it's easy to order.', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.8723958730697632}]"
Iqbal 22,sangat baik,0.9998596906661987,2022-06-13 08:34:31,4.30.1,"Translated(src=id, dest=en, text=b'very good', pronunciation=b'very good', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998596906661987}]"
Dena Darsono,Okay,0.9986165761947632,2022-05-14 10:09:59,4.30.1,"Translated(src=id, dest=en, text=b'Okay', pronunciation=b'Okay', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9986165761947632}]"
Raihan Rizki Adiwinata,Keren tapi kadang suka delaylag,0.9907819628715515,2022-02-15 12:58:16,4.30.1,"Translated(src=id, dest=en, text=b'Cool but sometimes like delay lag', pronunciation=b'Cool but sometimes like delay lag', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9907819628715515}]"
Nrm Nddl,Pelit sekarang maaah Promo sekarang tidak bisa digabung Dah gitu sekarang yg banyak promo pake gopayletter,0.9968331456184387,2022-11-02 10:37:45,4.30.1,"Translated(src=id, dest=en, text=b'Stingy now, maaah. Current promos can't be combined. That's how many promos use GoPayletter now.', pronunciation=b'Stingy now, maaah. Current promos can't be combined. That's how many promos use GoPayletter now.', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9968331456184387}]"
Zeero Ganz,Mantap,0.9997685551643372,2021-12-30 14:05:32,4.30.1,"Translated(src=id, dest=en, text=b'Great', pronunciation=b'Great', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997685551643372}]"
Haliza Dzanizahra,Best best best,0.9994885921478271,2022-02-26 13:56:41,4.30.1,"Translated(src=id, dest=en, text=b'Best best best', pronunciation=b'Best best best', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9994885921478271}]"
devanieee,Bagus,0.9998444318771362,2022-02-27 13:41:17,4.30.1,"Translated(src=id, dest=en, text=b'Good', pronunciation=b'Good', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998444318771362}]"
Rizky .P. Wibowo Iky lohh Q'Q,Good,0.9998444318771362,2023-04-11 20:57:40,4.30.1,"Translated(src=id, dest=en, text=b'Good', pronunciation=b'Good', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998444318771362}]"
Pasanan Bahaur,Terima kasih Gojek sangat membantu semoga tetap di adakan promo ongkir nya jadi lebih enteng buat kirim atau beli ,0.9986756443977356,2021-12-18 23:23:44,4.30.1,"Translated(src=id, dest=en, text=Thank you, Gojek, it's really helpful. I hope there will still be postage promotions so it's easier to send or buy.', pronunciation=Thank you, Gojek, it's really helpful. I hope there will still be postage promotions so it's easier to send or buy.', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9986756443977356}]"
Dewi Khoirunnisa,Mantap banget pokoknya,0.9998712539672852,2022-01-31 05:57:31,4.30.1,"Translated(src=id, dest=en, text=b'It's really great', pronunciation=b'It's really great', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998712539672852}]"
Young Ma,GK TAU YG ANJENK CEONYA APA ITNYA DI GOOGLE MAPS JARAK 13KM DI APL GOJEK 8KM SITU MAU KORUP APA MAU NYIKSA DRIVER,0.9924988150596619,2022-09-10 08:52:23,4.30.1,"Translated(src=id, dest=en, text=B'DO YOU KNOW WHICH ANJENK CEO IS WHAT IT IS ON GOOGLE MAPS DISTANCE 13KM ON GOJEK APP 8KM THERE DO YOU WANT TO BE CORRUPT WHAT DO YOU WANT TO TORTURE THE DRIVER', pronunciation=B'DO YOU KNOW WHICH ANJENK CEO IS WHAT IT IS ON GOOGLE MAPS DISTANCE 13KM ON GOJEK APP 8KM THERE DO YOU WANT TO BE CORRUPT WHAT DO YOU WANT TO TORTURE THE DRIVER', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9924988150596619}]"
Zahro Khumaira,Sngt berguna  karna saya sering malas untuk membeli makan ke luar,0.558020830154419,2022-04-10 13:59:02,4.30.1,"Translated(src=id, dest=en, text=very useful because I'm often too lazy to buy food out, pronunciation=very useful because I'm often too lazy to buy food out, extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.558020830154419}]"
Dhiyan Ariyani,Bagusss,0.9998444318771362,2022-01-01 14:38:54,4.30.1,"Translated(src=id, dest=en, text=b'Good', pronunciation=b'Good', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998444318771362}]"
Agi Andira pratama,Mantap gojek aku puas dengan mu,0.9998630285263062,2021-12-18 23:03:08,4.30.1,"Translated(src=id, dest=en, text=b'Great Gojek, I'm satisfied with you', pronunciation=b'Great Gojek, I'm satisfied with you', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998630285263062}]"
uwie scorpio,Oke,0.9986165761947632,2022-08-13 13:46:57,4.30.1,"Translated(src=id, dest=en, text=b'Okay', pronunciation=b'Okay', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9986165761947632}]"
Adi Saputra,Sangat membantusemoga diberi keselamatan trs untuk drivers nya,0.9970894455909729,2021-12-19 11:10:32,4.30.1,"Translated(src=id, dest=en, text=b'Very helpful, hopefully the drivers will be safe', pronunciation=b'Very helpful, hopefully the drivers will be safe', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9970894455909729}]"
Herlan Herlan,Top,0.9960929751396179,2022-02-16 05:15:50,4.30.1,"Translated(src=id, dest=en, text=b'Top', pronunciation=b'Top', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9960929751396179}]"
Hery Sutrisno,Ya gk pernah bermasalah,0.9987488985061646,2022-03-29 03:24:54,4.30.1,"Translated(src=id, dest=en, text=b'Yeah, never had a problem', pronunciation=b'Yeah, never had a problem', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9987488985061646}]"
Hendri Jauhari,Oke  Sangat membantu,0.9994476437568665,2021-12-18 22:38:48,4.30.1,"Translated(src=id, dest=en, text=b'Okay Very helpful', pronunciation=b'Okay Very helpful', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9994476437568665}]"
Areza Dani,Sangat membantu,0.9994805455207825,2022-02-21 22:33:11,4.30.1,"Translated(src=id, dest=en, text=b'Very helpful', pronunciation=b'Very helpful', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9994805455207825}]"
Amat Jaiz,Mantap,0.9997685551643372,2022-02-28 11:57:02,4.30.1,"Translated(src=id, dest=en, text=b'Great', pronunciation=b'Great', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997685551643372}]"
Azisyam Zidan,Bagus,0.9998444318771362,2022-02-27 12:55:49,4.30.1,"Translated(src=id, dest=en, text=b'Good', pronunciation=b'Good', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998444318771362}]"
Rifky Hendrawan,Mantap,0.9997685551643372,2021-12-18 12:20:14,4.30.1,"Translated(src=id, dest=en, text=b'Great', pronunciation=b'Great', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997685551643372}]"
Channel GakJelas,gak ujan gak ada angin gopaylater diblokir padahal tidak ada tagihan apapun,0.9621912240982056,2023-09-13 04:49:07,4.30.1,"Translated(src=id, dest=en, text=b'no rain no wind gopaylater blocked even though there is no bill whatsoever', pronunciation=b'no rain no wind gopaylater blocked even though there is no bill whatsoever', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9621912240982056}]"
Hery Wibowo,Promonya jgn lupa,0.9986453652381897,2022-02-14 00:49:24,4.30.1,"Translated(src=id, dest=en, text=b'Don't forget the promotion', pronunciation=b'Don't forget the promotion', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9986453652381897}]"
Ahmad Hisam,Mantap,0.9997685551643372,2022-02-26 15:05:44,4.30.1,"Translated(src=id, dest=en, text=b'Great', pronunciation=b'Great', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997685551643372}]"
Muhammad Fahri Pratama,susah upgrade gopay plus,0.9996224641799927,2022-03-04 08:17:10,4.30.1,"Translated(src=id, dest=en, text=b'it's hard to upgrade gopay plus', pronunciation=b'it's hard to upgrade gopay plus', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9996224641799927}]"
Anang Saputra,Mantap joss,0.9992309808731079,2022-05-29 04:48:05,4.30.1,"Translated(src=id, dest=en, text=b'Great joss', pronunciation=b'Great joss', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9992309808731079}]"
Muliyadin,Driver pada gagerak percuma ada promo juga ,0.9939591884613037,2022-01-28 22:05:41,4.30.1,"Translated(src=id, dest=en, text=b'Drivers on free mobile have promos too', pronunciation=b'Drivers on free mobile have promos too', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9939591884613037}]"
budi laksono,Bagus pelayanannya,0.9997969269752502,2022-06-09 02:24:15,4.30.1,"Translated(src=id, dest=en, text=b'Good service', pronunciation=b'Good service', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997969269752502}]"
Rahayu 12,Sangat membantu,0.9994805455207825,2022-03-28 10:26:55,4.30.1,"Translated(src=id, dest=en, text=b'Very helpful', pronunciation=b'Very helpful', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9994805455207825}]"
Ahmad Yahya,Mahal mahal kalo argonya  Pindah aja ke Maxim atau indrive,0.9993802309036255,2023-05-01 23:54:44,4.30.1,"Translated(src=id, dest=en, text=b'It's expensive if it's metered, just move to Maxim or Indrive', pronunciation=b'It's expensive if it's metered, just move to Maxim or Indrive', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9993802309036255}]"
Pur Wanto,Bagus sangat membantu,0.999813973903656,2022-02-15 13:48:17,4.30.1,"Translated(src=id, dest=en, text=b'Good, very helpful', pronunciation=b'Good, very helpful', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.999813973903656}]"
Eko Purwanto,Ok,0.9989097118377686,2022-02-22 03:46:12,4.30.1,"Translated(src=id, dest=en, text=b'Ok', pronunciation=b'Ok', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9989097118377686}]"
gesya azzahra,Ramah dan baik,0.9996654987335205,2021-12-12 12:33:38,4.30.1,"Translated(src=id, dest=en, text=b'Friendly and kind', pronunciation=b'Friendly and kind', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9996654987335205}]"
Teti april07,Mantap,0.9997685551643372,2022-02-14 00:29:24,4.30.1,"Translated(src=id, dest=en, text=b'Great', pronunciation=b'Great', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997685551643372}]"
Nenden Zakiah,Seneng bgt banyak dpt diskonanterimakasih gojeek,0.9997531771659851,2021-12-18 07:57:11,4.30.1,"Translated(src=id, dest=en, text=b'Very happy to get a lot of discounts, thank you Gojeek', pronunciation=b'Very happy to get a lot of discounts, thank you Gojeek', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997531771659851}]"
Lazy Jai,Anjinggggggg bukan Gojek Tapi Goblok,0.9879288077354431,2022-02-22 06:34:51,4.30.1,"Translated(src=id, dest=en, text=b'Doggggggg not Gojek but Goblok', pronunciation=b'Doggggggg not Gojek but Goblok', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9879288077354431}]"
zainal abidin,Pelayanan bagus,0.9997969269752502,2022-04-03 21:26:22,4.30.1,"Translated(src=id, dest=en, text=b'Good service', pronunciation=b'Good service', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997969269752502}]"
Ilyas Muhajir,Ya bagus sekali,0.9998427629470825,2022-03-05 11:43:15,4.30.1,"Translated(src=id, dest=en, text=b'Yeah, that's great', pronunciation=b'Yeah, that's great', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998427629470825}]"
Afika Pricilia,gojek nya gak bisa di buka,0.9991676807403564,2022-01-11 14:58:00,4.30.1,"Translated(src=id, dest=en, text=b'Gojek can't be opened', pronunciation=b'Gojek can't be opened', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9991676807403564}]"
Armein Aston,Respnya cepat,0.9787601828575134,2021-12-31 02:45:58,4.30.1,"Translated(src=id, dest=en, text=b'Quick response', pronunciation=b'Quick response', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9787601828575134}]"
Alan Blasandhytio,Lambat jemputnya ,0.9910150170326233,2022-02-14 06:02:47,4.30.1,"Translated(src=id, dest=en, text=b'Slow pick up', pronunciation=b'Slow pick up', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9910150170326233}]"
asmaul husnah,Terima kasih sudah bersedia kapanlun membantu saya selaku anak kost yang tidak memiliki kendaraan,0.994918167591095,2021-12-11 20:33:44,4.30.1,"Translated(src=id, dest=en, text=b'Thank you for being willing to help me at any time as a boarding house student who doesn't have a vehicle', pronunciation=b'Thank you for being willing to help me at any time as a boarding house student who doesn't have a vehicle', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.994918167591095}]"
Fajol Fajriani,Bagus,0.9998444318771362,2022-02-16 04:14:38,4.30.1,"Translated(src=id, dest=en, text=b'Good', pronunciation=b'Good', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998444318771362}]"
Andik Alfatah,Oke,0.9986165761947632,2022-04-25 11:58:49,4.30.1,"Translated(src=id, dest=en, text=b'Okay', pronunciation=b'Okay', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9986165761947632}]"
